,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,siblings,father_income,mother_income,soft_skills,python_skill,excel_skill,sql_skill,addr_postal,addr_district,addr_city
504,505,Cody Smith,20.0,Male,90.0,,East Michealstad,reginald97@bell.com,,Data Science,110,inactive,0.0,good,190.0,,"West Lindaburgh 28-kv, dom 1, Tashkent","really, coach",1.0,870.0,934.0,"opportunity, maintain",3.0,2.0,1.0,,,Tashkent
505,506,Philip Johnson,18.0,Female,53.0,+998977232267,West Morganton,invalid_email,,Data Science,90,active,0.0,good,221.0,,UZ 100704 Tashkent South Breannaview,,,,,,,,,100704.0,,Tashkent
506,507,Jeremy Gonzales,22.0,Male,90.0,,Savagefort,invalid_email,2023-08-01 12:46:31,Other,,inactive,1.55,,172.0,,"Port Jose 5-kv, dom 24, Tashkent",,,,,,,,,,,Tashkent
507,508,Patrick Morris,20.0,Unknown,90.0,+998131237304,Port Erinfort,arianawashington@yahoo.com,,Other,,inactive,,excellent,171.0,,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","pull, young",5.0,1343.0,1340.0,"it, listen",2.0,2.0,1.0,100191.0,Rickyport district,Tashkent
508,509,,,Male,,+998321072376,Lake Paul,ywatkins@hotmail.com,,Data Science,110,active,,average,204.0,,UZ 100167 Tashkent New Aaron,"reflect, anything",3.0,363.0,751.0,"writer, huge",1.0,2.0,1.0,100167.0,,Tashkent
509,510,Jodi Collins,18.0,Female,95.0,+998521256562,Gabrielhaven,kylerivera@hotmail.com,,Data Science,98,inactive,,,78.0,2021-07-25 02:11:14,"Reyesfurt 8-kv, dom 19, Tashkent",,,,,,,,,,,Tashkent
510,511,,19.0,Female,,+998212434892,Smithshire,rachel94@yahoo.com,,Python,85,inactive,,excellent,105.0,,"Davisville 14-kv, dom 40, Tashkent",,,,,,,,,,,Tashkent
511,512,Richard Black,20.0,Male,63.0,+998322350872,West Donaldfort,invalid_email,,Data Science,110,active,3.59,excellent,25400.0,,"4538 Frost Mill, North Lisa","yourself, anyone",2.0,392.0,1135.0,"east, opportunity",2.0,3.0,4.0,,,
512,513,Donald Barker,20.0,Unknown,,,West Shawnview,invalid_email,,Python,94,inactive,,average,267.0,,"54212 Kyle Club Apt. 536, Fletcherfurt",,,,,,,,,,,Fletcherfurt
513,514,Logan Molina,21.0,Male,90.0,,Micheleport,nathan37@howard-parsons.com,,Python,110,inactive,3.77,average,5700.0,,"Debraville 14-kv, dom 26, Tashkent","body, occur",3.0,475.0,947.0,"wide, month",2.0,3.0,5.0,,,Tashkent
514,515,,22.0,Female,90.0,,Steeleshire,rangelmichelle@gmail.com,,Other,86,inactive,1.33,good,18300.0,,"8384 Michael Knoll Suite 400, Jamesview","get, like",5.0,352.0,1182.0,"international, some",5.0,3.0,1.0,,,Jamesview
515,516,Sherry Rivera,19.0,Male,93.0,+998096717449,North Tylerhaven,invalid_email,,Data Science,65,pending,0.0,excellent,281.0,2023-01-04 23:05:30,"Apartment 20, West Briana district, Tashkent, UZ, 100038",,,,,,,,,100038.0,West Briana district,Tashkent
516,517,,20.0,Male,90.0,,Port Benjamin,invalid_email,1975-10-04 00:00:00,Data Science,110,pending,-2.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","current, truth",3.0,807.0,408.0,"know, how",3.0,4.0,2.0,100437.0,North David district,Tashkent
517,518,,,Unknown,90.0,+998081511642,South Steven,brianna72@yahoo.com,,Data Science,71,active,,excellent,53.0,,"Apartment 41, North Eric district, Tashkent, UZ, 100515","rule, specific",0.0,1006.0,1059.0,"then, but",3.0,2.0,1.0,100515.0,North Eric district,Tashkent
518,519,Debra Hanson,19.0,Male,,,Sarahton,invalid_email,,Data Science,,active,15.5,average,136.0,,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","field, well",3.0,742.0,455.0,"go, age",4.0,5.0,4.0,100000.0,Michaelhaven district,Tashkent
519,520,,19.0,Male,63.0,,Danielfurt,beckjoseph@yates-green.info,2022-09-20 02:10:17,Other,110,pending,,average,174.0,,"0127 Salazar Hollow, Kimberlyfurt","mouth, perhaps",4.0,236.0,1113.0,"agent, history",4.0,5.0,2.0,,,Kimberlyfurt
520,521,Maxwell Smith,,Male,,+998925460992,New Laura,,,Other,62,active,,excellent,245.0,,"Taylorstad 17-kv, dom 5, Tashkent","consumer, there",3.0,438.0,1056.0,"black, step",5.0,1.0,5.0,,,Tashkent
521,522,,20.0,Male,67.0,+998919712973,Leachberg,invalid_email,1983-06-11 00:00:00,Python,105,active,,excellent,83.0,2023-10-12 11:48:07,,"back, tell",4.0,339.0,655.0,"if, boy",4.0,3.0,4.0,,,
522,523,Matthew Madden,20.0,Unknown,81.0,+998457350622,Port Samanthaport,invalid_email,,Other,110,active,15.5,good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22, Tashkent","could, if",0.0,423.0,622.0,"crime, common",1.0,5.0,5.0,,,Tashkent
523,524,David Sanchez,,Female,72.0,+998273755152,Elizabethside,,,Data Science,110,inactive,,excellent,292.0,2023-10-19 02:30:27,"98293 April Keys, New Timothyfurt",,,,,,,,,,,
524,525,Kayla Walker,,Unknown,50.0,,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Python,110,inactive,15.5,excellent,188.0,,"8564 Sara Plaza, Lake Davidbury","wear, challenge",2.0,277.0,707.0,"black, approach",4.0,5.0,1.0,,,
525,526,Angela Stark,20.0,Female,,+998713767079,North Johnville,invalid_email,,Data Science,110,inactive,,good,206.0,,,,,,,,,,,,,
526,527,Anthony Grant,,Female,,,North Ashley,invalid_email,,Data Science,110,inactive,0.0,average,115.0,,"Apartment 16, Allisonville district, Tashkent, UZ, 100171",,,,,,,,,100171.0,Allisonville district,Tashkent
527,528,Austin Christian,21.0,Unknown,,+998841577062,Morenoshire,,2022-09-02 15:57:08,Data Science,110,pending,,average,232.0,,,,,,,,,,,,,
528,529,Jonathan Hendricks,18.0,Female,,+998831519956,New Ashley,jeremiahwiggins@simmons.biz,2022-03-07 08:51:25,Other,,active,,,13800.0,2023-01-31 03:36:02,"85228 Yoder Fields Suite 360, Davidside",,,,,,,,,,,Davidside
529,530,Leslie Cox,22.0,Female,,,Rickyside,invalid_email,,Python,62,active,2.04,,277.0,,"East Ryan 7-kv, dom 2, Tashkent","animal, by",4.0,979.0,572.0,"full, know",4.0,1.0,2.0,,,Tashkent
530,531,William Powell,21.0,Female,77.0,+998974598801,West Christopherhaven,invalid_email,,Other,95,inactive,,excellent,276.0,,"911 Shields Via, Debbiehaven",,,,,,,,,,,Debbiehaven
531,532,,18.0,Female,92.0,,Robertside,xpeters@osborn.com,1976-02-23 00:00:00,Data Science,71,pending,-2.0,average,14100.0,2020-11-08 21:57:00,,"bring, relate",1.0,752.0,1262.0,"light, good",5.0,2.0,1.0,,,
532,533,,20.0,Female,81.0,+998827436299,Josephberg,,,Data Science,110,inactive,,excellent,181.0,,"9400 Richard Way, Dennisport",,,,,,,,,,,Dennisport
533,534,David Young,19.0,Male,70.0,,Julianshire,invalid_email,2020-11-28 01:25:24,Data Science,64,pending,,,169.0,,,,,,,,,,,,,
534,535,Brianna Howell,,Female,73.0,,Ortegaview,invalid_email,1975-03-26 00:00:00,Data Science,110,inactive,2.97,average,14400.0,,"4072 Martinez Inlet, West Douglasville",,,,,,,,,,,
535,536,Maria Harvey,,Female,90.0,,Port Emilyburgh,invalid_email,,Data Science,94,active,,,60.0,,UZ 100658 Tashkent South Elizabethfurt,"decade, police",1.0,1300.0,1360.0,"also, true",5.0,2.0,4.0,100658.0,,Tashkent
536,537,Bobby Lee,,Female,,,Lake Frank,invalid_email,,Python,102,inactive,,average,90.0,2023-07-27 12:43:48,UZ 100636 Tashkent Port Bryan,,,,,,,,,100636.0,,Tashkent
537,538,,20.0,Female,93.0,+998492221022,South Christopherborough,invalid_email,,Data Science,69,inactive,,average,221.0,,"53120 Logan Overpass Apt. 207, East Ryan","hundred, between",5.0,1410.0,930.0,"paper, go",5.0,1.0,4.0,,,
538,539,Kimberly Greer,19.0,Male,,,Lewischester,invalid_email,,Data Science,110,inactive,,average,142.0,,"Apartment 47, Thompsonbury district, Tashkent, UZ, 100192",,,,,,,,,100192.0,Thompsonbury district,Tashkent
539,540,Christopher Glenn,19.0,Male,88.0,,West Sandra,invalid_email,1985-11-20 00:00:00,Python,106,active,,good,11900.0,,"49187 Samantha Forges, East Cindy","Congress, member",1.0,292.0,960.0,"himself, send",5.0,2.0,1.0,,,
540,541,,18.0,Unknown,50.0,+998706286626,Joshuaton,,2021-08-14 11:49:41,Other,,pending,2.99,good,92.0,,"88512 Harris Path Suite 804, Lake Sarahport",,,,,,,,,,,
541,542,Christopher Bradford,,Unknown,,,Banksview,,,Python,,active,,excellent,272.0,2022-02-13 08:32:07,UZ 100996 Tashkent New Jessicastad,,,,,,,,,100996.0,,Tashkent
542,543,Connor Gonzales,,Male,90.0,+998273610568,West Hunter,invalid_email,,Python,70,pending,,good,81.0,,"903 Sanchez Fall, West Yvonneside","them, suffer",1.0,1159.0,1416.0,"tree, service",2.0,3.0,4.0,,,
543,544,Samantha Howard,,Unknown,,+998921895672,Williamview,invalid_email,,Data Science,61,active,15.5,excellent,52.0,,UZ 100303 Tashkent Elizabethstad,,,,,,,,,100303.0,,Tashkent
544,545,John Lynn,22.0,Unknown,,+998199795395,Port Susanfort,invalid_email,,Python,80,pending,,excellent,163.0,2021-05-03 06:19:39,UZ 100562 Tashkent Hernandezchester,"whose, go",2.0,447.0,427.0,"future, green",1.0,3.0,2.0,100562.0,,Tashkent
545,546,Amber Small,20.0,Unknown,87.0,,Georgeborough,invalid_email,,Python,110,inactive,-2.0,good,56.0,,,,,,,,,,,,,
546,547,Jesse Stafford,,Male,57.0,,Kleinchester,invalid_email,,Data Science,110,pending,15.5,excellent,246.0,,"Apartment 17, Port Danielville district, Tashkent, UZ, 100121","any, those",2.0,541.0,1233.0,"challenge, less",3.0,5.0,4.0,100121.0,Port Danielville district,Tashkent
547,548,Donna Lewis MD,19.0,Male,66.0,,Jensenton,invalid_email,,Python,110,active,-2.0,excellent,124.0,,"05309 Mullins Centers Suite 435, Dorothytown","mother, before",4.0,1030.0,785.0,"and, various",1.0,5.0,2.0,,,Dorothytown
548,549,Shannon Kelly,19.0,Female,90.0,+998292180076,South Brittanyfurt,alison82@hotmail.com,2023-01-05 20:17:13,Data Science,109,active,,excellent,94.0,,"Dillonton 30-kv, dom 35, Tashkent",,,,,,,,,,,Tashkent
549,550,Ashley Reyes,21.0,Female,58.0,,West Hayleystad,invalid_email,2020-05-26 00:00:00,Other,69,active,,average,140.0,,,"first, cost",0.0,1237.0,1340.0,"politics, thought",5.0,5.0,5.0,,,
550,551,Christopher Mclaughlin,,Female,90.0,+998288819047,South Jennifer,moralesmargaret@hotmail.com,,Python,110,pending,,excellent,121.0,,"New Shawnmouth 19-kv, dom 14, Tashkent","listen, trial",0.0,1440.0,1192.0,"world, all",2.0,4.0,3.0,,,Tashkent
551,552,Judith Cortez,,Female,84.0,,Port Stephanie,invalid_email,1987-01-21 00:00:00,Python,,active,-2.0,excellent,213.0,2022-04-27 18:47:11,UZ 100501 Tashkent North Elizabeth,"total, have",0.0,859.0,997.0,"lawyer, several",2.0,3.0,2.0,100501.0,,Tashkent
552,553,,20.0,Female,,,West Emma,douglasbecker@yahoo.com,,Data Science,110,pending,,good,55.0,,"Vincentfurt 18-kv, dom 27, Tashkent","thought, key",2.0,864.0,1073.0,"fill, believe",5.0,4.0,3.0,,,Tashkent
553,554,Michael James,,Female,66.0,+998145899501,Andreborough,victoria57@hotmail.com,,Python,,inactive,,excellent,53.0,,,,,,,,,,,,,
554,555,Cynthia Merritt,19.0,Unknown,50.0,,Lake Sydney,invalid_email,2021-08-05 05:06:48,Data Science,,pending,15.5,excellent,120.0,,,"here, out",0.0,1116.0,1230.0,"move, thousand",3.0,1.0,5.0,,,
555,556,,,Female,,,Lake Cindy,invalid_email,2020-10-29 11:02:52,Data Science,,inactive,0.0,excellent,300.0,2022-01-17 14:31:55,,"than, character",5.0,972.0,1026.0,"fire, street",1.0,2.0,5.0,,,
556,557,Lori Thompson,,Female,90.0,+998722903710,New Jonathon,,,Data Science,,inactive,,excellent,248.0,,"549 Cain Extensions, Jamesmouth",,,,,,,,,,,Jamesmouth
557,558,David Smith,21.0,Unknown,,,West Morganberg,invalid_email,2021-12-19 21:28:14,Other,110,active,,,92.0,,,"number, similar",1.0,1472.0,774.0,"thought, require",4.0,2.0,3.0,,,
558,559,Erin Thomas,20.0,Female,87.0,,Farmerborough,,,Python,110,pending,,excellent,280.0,,,,,,,,,,,,,
559,560,Stephanie Foley,,Female,52.0,,Allisonside,invalid_email,,Data Science,110,inactive,15.5,good,295.0,,"Apartment 41, Port Joshuaport district, Tashkent, UZ, 100930",,,,,,,,,100930.0,Port Joshuaport district,Tashkent
560,561,Shannon Henderson,20.0,Male,,,Danielside,,,Other,98,inactive,0.0,excellent,23200.0,,UZ 100576 Tashkent Port Kimberlyport,"newspaper, soon",4.0,742.0,1045.0,"law, themselves",1.0,2.0,1.0,100576.0,,Tashkent
561,562,,18.0,Male,90.0,+998910583931,South Alexanderport,angela86@jones.info,,Python,118,active,,excellent,156.0,,"Apartment 24, North Maryview district, Tashkent, UZ, 100415",,,,,,,,,100415.0,North Maryview district,Tashkent
562,563,,,Female,58.0,+998821269898,Sarahhaven,rclark@williams-duran.com,,Other,63,inactive,,excellent,6700.0,,"3151 Laura Ridge Suite 752, Port Eric","hear, party",5.0,210.0,448.0,"majority, song",4.0,2.0,4.0,,,
563,564,Bryan Boyd,19.0,Female,72.0,+998873727406,New Johnton,sharon79@davis.org,,Data Science,,pending,15.5,good,187.0,,UZ 100126 Tashkent Turnerhaven,"ball, some",5.0,688.0,428.0,"ok, various",1.0,4.0,1.0,100126.0,,Tashkent
564,565,John Osborn,21.0,Female,96.0,+998714304946,Port Tamara,invalid_email,,Python,116,pending,,,115.0,,"Barnettbury 23-kv, dom 27, Tashkent",,,,,,,,,,,Tashkent
565,566,Anna Clark,20.0,Male,,+998143345932,Sanchezton,invalid_email,,Other,110,inactive,-2.0,,5200.0,1979-01-02 07:04:00,"8770 Danielle Trail Suite 654, South Taylor",,,,,,,,,,,
566,567,Ashley Jacobs,20.0,Female,70.0,+998874008801,Manntown,invalid_email,1970-09-14 00:00:00,Data Science,78,active,3.45,average,244.0,,"Apartment 42, New Catherineport district, Tashkent, UZ, 100081","admit, new",5.0,674.0,897.0,"high, me",2.0,1.0,4.0,100081.0,New Catherineport district,Tashkent
567,568,,19.0,Male,92.0,+998149486082,Bethside,,,Other,,active,,good,196.0,,UZ 100443 Tashkent South Matthew,"most, a",2.0,1488.0,640.0,"yard, walk",4.0,4.0,5.0,100443.0,,Tashkent
568,569,,22.0,Female,77.0,+998896020470,Johnborough,,,Other,110,inactive,0.0,excellent,300.0,,UZ 100187 Tashkent Garciaberg,"coach, air",5.0,513.0,772.0,"wait, guy",1.0,1.0,3.0,100187.0,,Tashkent
569,570,Haley Johnson,,Male,74.0,+998375800127,Goodwintown,invalid_email,2023-06-12 23:49:26,Data Science,,active,,excellent,282.0,,UZ 100802 Tashkent East Andrewstad,"simple, play",1.0,985.0,314.0,"benefit, structure",2.0,3.0,1.0,100802.0,,Tashkent
570,571,Amanda Gonzalez,21.0,Unknown,,,West Jefferyside,xle@moore-maxwell.info,,Data Science,110,pending,3.66,excellent,192.0,,"Apartment 35, South Jeanettefurt district, Tashkent, UZ, 100371",,,,,,,,,100371.0,South Jeanettefurt district,Tashkent
571,572,Ryan Simmons,22.0,Male,93.0,+998567135387,Jocelynton,,,Other,110,inactive,15.5,good,103.0,,"Apartment 7, South Scott district, Tashkent, UZ, 100855","true, everything",4.0,1055.0,877.0,"spring, knowledge",4.0,5.0,3.0,100855.0,South Scott district,Tashkent
572,573,David Adams,,Female,79.0,+998254120539,South Juan,garciajennifer@luna-kent.info,1996-11-27 00:00:00,Python,110,active,,excellent,177.0,,UZ 100593 Tashkent Loganmouth,,,,,,,,,100593.0,,Tashkent
573,574,,21.0,Female,,,South Nicole,,,Data Science,119,active,0.0,excellent,171.0,,"11917 Michael Creek, Hessborough",,,,,,,,,,,Hessborough
574,575,,20.0,Male,87.0,+998616955562,North Emilyfurt,invalid_email,,Other,110,inactive,,,16900.0,,UZ 100298 Tashkent Wattsberg,,,,,,,,,100298.0,,Tashkent
575,576,,,Female,90.0,+998947206432,Port Matthew,lwright@yahoo.com,,Python,113,pending,15.5,average,147.0,,"Apartment 42, Port Carlos district, Tashkent, UZ, 100983","front, deal",1.0,1024.0,468.0,"affect, sound",2.0,4.0,3.0,100983.0,Port Carlos district,Tashkent
576,577,,,Female,91.0,+998935033783,Adrienneside,,,Python,,pending,-2.0,average,88.0,,,"recognize, mention",3.0,1330.0,904.0,"glass, future",4.0,4.0,4.0,,,
577,578,Michael Williams,20.0,Unknown,80.0,,Coleview,invalid_email,1986-08-13 00:00:00,Other,89,pending,,good,182.0,,,"southern, teach",5.0,1002.0,1037.0,"office, notice",2.0,2.0,1.0,,,
578,579,,22.0,Male,60.0,,South Kevinland,hollybarnes@ortiz-rodriguez.com,,Python,76,active,,excellent,167.0,2022-07-28 05:42:16,"66803 Barrett Lodge Suite 303, Amandaside",,,,,,,,,,,Amandaside
579,580,Christopher Sanchez,21.0,Unknown,,+998487300434,New Erik,kathryn31@price.biz,2011-09-08 00:00:00,Data Science,110,pending,-2.0,good,169.0,,"51394 Benjamin Green, Durantown","herself, debate",1.0,1463.0,1482.0,"party, put",3.0,2.0,4.0,,,Durantown
580,581,Kathleen Lambert,20.0,Male,99.0,+998968777246,Port Kelly,nrose@wright-brewer.biz,,Data Science,65,inactive,15.5,good,165.0,2011-01-05 18:22:00,UZ 100644 Tashkent Lake Robertland,,,,,,,,,100644.0,,Tashkent
581,582,Traci Guerra,18.0,Female,,,Ashleyville,invalid_email,,Data Science,110,pending,1.19,,254.0,,"0398 Zoe Walk Suite 987, New Aaron","something, sea",3.0,1096.0,1000.0,"which, prove",2.0,4.0,5.0,,,
582,583,,22.0,Male,,+998589981094,Thompsonhaven,invalid_email,2022-12-12 06:42:31,Data Science,117,active,0.0,good,283.0,,UZ 100081 Tashkent Crawfordport,,,,,,,,,100081.0,,Tashkent
583,584,Sheila Bell,20.0,Female,,+998547610093,Robertville,invalid_email,,Data Science,,active,,,127.0,,"683 Timothy Harbor, Mooreland","we, husband",3.0,875.0,1382.0,"instead, this",1.0,3.0,2.0,,,Mooreland
584,585,,19.0,Female,90.0,,East Joshua,,2021-07-12 00:25:59,Data Science,82,active,15.5,,187.0,1984-06-09 14:32:00,"9561 Corey Coves Suite 845, Lucasview",,,,,,,,,,,Lucasview
585,586,Kevin Thomas,,Female,,+998314823095,Glasstown,,,Other,110,inactive,0.0,excellent,91.0,2022-02-22 12:51:27,"Rochachester 7-kv, dom 22, Tashkent",,,,,,,,,,,Tashkent
586,587,Dr. Brandon Berry,,Female,,+998532389492,New Carmenmouth,,,Other,110,pending,,average,219.0,,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",,,,,,,,,100944.0,Port Yvonnefort district,Tashkent
587,588,Crystal Olsen,22.0,Female,99.0,,Joshuahaven,invalid_email,,Python,79,active,2.9,,71.0,2022-04-28 23:29:45,"North Christineberg 8-kv, dom 22, Tashkent","popular, statement",1.0,903.0,822.0,"become, join",2.0,5.0,3.0,,,Tashkent
588,589,Joseph Wilson,22.0,Male,,,Monroeview,michaeljones@moon-foster.com,1972-03-09 00:00:00,Python,110,active,15.5,excellent,265.0,2021-12-18 22:57:13,"9406 Black Common, Boltonmouth","song, range",5.0,584.0,230.0,"father, himself",2.0,2.0,4.0,,,Boltonmouth
589,590,,,Male,,+998350045597,South Michaelhaven,invalid_email,,Data Science,88,pending,,excellent,194.0,,"6542 Kristin Bridge Apt. 211, West Jessicaland","security, such",4.0,1215.0,1022.0,"instead, establish",5.0,3.0,4.0,,,
590,591,Dean Moore,18.0,Female,63.0,+998675694892,Perryland,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,110,pending,-2.0,excellent,289.0,,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","positive, could",3.0,613.0,1177.0,"full, job",1.0,3.0,4.0,100844.0,South Garyport district,Tashkent
591,592,,,Unknown,90.0,+998523221481,Colestad,sonyajackson@gmail.com,,Python,,active,,average,204.0,,"Richardview 27-kv, dom 45, Tashkent","owner, response",4.0,304.0,610.0,"food, environmental",4.0,3.0,3.0,,,Tashkent
592,593,Edward Holmes,,Female,62.0,+998719768982,Matthewport,invalid_email,1984-01-11 00:00:00,Python,110,pending,15.5,average,20900.0,2007-03-11 08:56:00,,"red, major",3.0,217.0,1427.0,"bring, certainly",2.0,1.0,5.0,,,
593,594,Sheila Contreras,21.0,Female,97.0,,Ellisonstad,invalid_email,,Other,,active,,excellent,91.0,1990-10-07 20:23:00,"41891 Jacob Parkway, Evansbury","believe, article",5.0,1142.0,893.0,"off, here",1.0,2.0,4.0,,,Evansbury
594,595,Vincent Pena,22.0,Female,57.0,+998798873158,West Craigview,invalid_email,,Data Science,110,pending,,average,251.0,,"117 Lyons Knolls, New Tylerchester","house, true",5.0,1314.0,320.0,"throughout, recently",3.0,5.0,3.0,,,
595,596,Bobby House,,Male,90.0,,Shannonburgh,,2022-05-02 07:44:44,Other,103,pending,4.0,average,235.0,,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","point, itself",5.0,957.0,517.0,"great, short",1.0,4.0,2.0,100697.0,Hamiltonville district,Tashkent
596,597,,22.0,Female,,,Port Frederick,invalid_email,2023-05-26 11:12:31,Python,,inactive,1.56,,270.0,,UZ 100979 Tashkent Harttown,,,,,,,,,100979.0,,Tashkent
597,598,Jonathan King,20.0,Unknown,,+998242718829,North Andrea,invalid_email,,Data Science,,active,0.0,average,264.0,2021-11-15 15:24:25,"912 Anderson Island, Lake David","society, hot",0.0,479.0,958.0,"election, job",1.0,4.0,2.0,,,
598,599,Eric Medina,,Unknown,,+998835502139,New Zachary,,2016-10-02 00:00:00,Data Science,70,active,,good,92.0,,UZ 100418 Tashkent West Jasonberg,"real, save",5.0,334.0,483.0,"ten, skill",4.0,1.0,4.0,100418.0,,Tashkent
599,600,Zachary Johnson,18.0,Male,,+998081801870,New Markshire,qrice@hotmail.com,2021-02-18 14:52:51,Python,,active,,average,147.0,2020-12-02 03:58:42,UZ 100915 Tashkent Jamesport,,,,,,,,,100915.0,,Tashkent
600,601,Ashley Andrade,21.0,Male,,,Dunnville,invalid_email,,Python,110,active,,excellent,202.0,2020-09-22 06:42:28,"South Kelsey 19-kv, dom 5, Tashkent","military, blood",3.0,711.0,1071.0,"coach, response",1.0,2.0,3.0,,,Tashkent
601,602,Martha Ruiz,19.0,Unknown,58.0,,West Gregory,kfrancis@gmail.com,,Python,115,pending,,average,244.0,2022-07-29 20:13:58,UZ 100884 Tashkent Powellmouth,"chair, lay",1.0,349.0,844.0,"respond, building",5.0,3.0,1.0,100884.0,,Tashkent
602,603,Pamela Carr,18.0,Unknown,95.0,+998669766040,Christopherside,lwilliams@gmail.com,,Python,116,active,,good,169.0,2021-12-11 12:02:02,"198 Gary Mills Apt. 152, East Joshuatown",,,,,,,,,,,
603,604,Mrs. Angela Tyler,21.0,Female,63.0,+998051160378,Morrisontown,invalid_email,,Data Science,108,active,,,25100.0,,"8126 Herrera Point Apt. 428, Tuckerside","else, take",3.0,593.0,353.0,"interesting, pay",1.0,2.0,3.0,,,Tuckerside
604,605,Grant Rowland,19.0,Male,54.0,,East Deniseburgh,,,Data Science,110,pending,2.81,,107.0,,"Wrightfort 30-kv, dom 45, Tashkent","wide, wonder",1.0,1417.0,526.0,"nor, many",5.0,5.0,2.0,,,Tashkent
605,606,,19.0,Male,,+998728685308,West Adrianchester,foxmary@martin-palmer.info,,Data Science,110,pending,,excellent,148.0,,,"difficult, want",5.0,560.0,845.0,"case, fire",2.0,5.0,2.0,,,
606,607,Jason Cherry,18.0,Unknown,,,New Angiefort,,,Other,65,inactive,,good,94.0,,"Port Tinafurt 28-kv, dom 37, Tashkent","able, trip",2.0,612.0,729.0,"although, less",4.0,1.0,4.0,,,Tashkent
607,608,,21.0,Female,,,Michaelhaven,,2023-01-31 21:20:16,Other,83,pending,,,194.0,,"10158 Tiffany Heights Apt. 563, Port Guyfurt","whose, message",2.0,1333.0,623.0,"skin, article",3.0,4.0,5.0,,,
608,609,Nicholas Thompson,,Female,,+998373505086,South Michaelberg,invalid_email,,Data Science,,active,,good,233.0,,"69161 Newman Summit Suite 430, West Michaelchester",,,,,,,,,,,
609,610,,22.0,Female,,,Port Michaeltown,invalid_email,,Data Science,79,pending,4.33,good,79.0,,UZ 100562 Tashkent Evansmouth,,,,,,,,,100562.0,,Tashkent
610,611,Nicole Peterson,21.0,Female,99.0,,Mooreborough,invalid_email,,Data Science,110,inactive,15.5,,258.0,2023-03-02 22:34:52,"505 Ariana Run, Carrolltown","down, technology",5.0,305.0,1017.0,"central, ahead",5.0,3.0,3.0,,,Carrolltown
611,612,Natalie Brown,20.0,Male,90.0,+998913827703,West Hunter,invalid_email,,Data Science,72,active,0.0,excellent,131.0,,"Port Gary 3-kv, dom 11, Tashkent",,,,,,,,,,,Tashkent
612,613,Robert Hubbard,,Female,83.0,,Deannachester,,,Data Science,106,active,,average,23600.0,2022-11-05 02:32:49,"Port Charlene 26-kv, dom 20, Tashkent","environmental, create",5.0,743.0,1191.0,"American, range",1.0,5.0,4.0,,,Tashkent
613,614,,22.0,Female,62.0,,South Christian,invalid_email,2022-09-21 04:31:53,Data Science,,inactive,,excellent,297.0,2022-01-09 00:05:02,"Billyland 10-kv, dom 4, Tashkent","good, garden",4.0,694.0,1296.0,"check, rise",5.0,4.0,5.0,,,Tashkent
614,615,Michelle Chambers,20.0,Female,50.0,,Port Kevinfort,invalid_email,,Data Science,108,pending,-2.0,good,62.0,,UZ 100049 Tashkent Cherylport,,,,,,,,,100049.0,,Tashkent
615,616,,,Female,90.0,+998289555777,Kimberlyborough,,2021-09-15 07:20:58,Data Science,,active,-2.0,good,125.0,,"08930 Benjamin Lane, North Jade","above, summer",1.0,1340.0,708.0,"bag, team",3.0,2.0,3.0,,,
616,617,Erica Ayala,20.0,Male,63.0,+998806296377,Barkerfurt,,,Other,111,pending,15.5,,195.0,2008-08-01 14:33:00,,"investment, affect",5.0,725.0,1271.0,"environment, marriage",5.0,3.0,3.0,,,
617,618,,18.0,Unknown,90.0,+998807089777,West Robinport,invalid_email,2017-05-17 00:00:00,Data Science,97,active,15.5,average,293.0,,UZ 100277 Tashkent Lake Eric,,,,,,,,,100277.0,,Tashkent
618,619,,22.0,Unknown,86.0,,East Debrabury,invalid_email,,Python,89,active,15.5,excellent,54.0,,,"almost, situation",4.0,301.0,1272.0,"executive, just",3.0,3.0,4.0,,,
619,620,Leslie Owens,20.0,Female,,,West Crystal,,,Data Science,74,pending,0.0,good,224.0,,UZ 100564 Tashkent Stephaniemouth,"father, anything",0.0,802.0,936.0,"fight, become",1.0,1.0,3.0,100564.0,,Tashkent
620,621,,,Male,90.0,+998456549722,Debraburgh,invalid_email,,Other,107,inactive,0.0,excellent,26300.0,2023-10-07 16:53:06,"South Carlaville 30-kv, dom 42, Tashkent",,,,,,,,,,,Tashkent
621,622,,,Female,,+998119297938,Port Melinda,invalid_email,1990-10-06 00:00:00,Data Science,,active,,excellent,130.0,,"064 Flowers Via Suite 056, New Michael",,,,,,,,,,,
